word,lang_code,ipa
2308442,modified,en_UK,_mˈɒdɪfˌa‍ɪd_
2308443,modifies,en_UK,_mˈɒdɪfˌa‍ɪz_
2308444,modifying,en_UK,_mˈɒdɪfˌa‍ɪɪŋ_
2308445,modify,en_UK,_mˈɒdɪfˌa‍ɪ_
2308446,modish,en_UK,_mˈɒdɪʃ_
2308447,mod,en_UK,_mˈɒd_
2308448,mods,en_UK,_mˈɒdz_
2308449,modularity,en_UK,_mˌɒdjʊlˈæɹɪti_
2308450,modular,en_UK,_mˈɒdjʊlɐ_
2308451,modulated,en_UK,_mˈɒdjʊlˌe‍ɪtɪd_
2308452,modulate,en_UK,_mˈɒdjʊlˌe‍ɪt_
2308453,modulates,en_UK,_mˈɒdjʊlˌe‍ɪts_
2308454,modulating,en_UK,_mˈɒdjʊlˌe‍ɪtɪŋ_
2308455,modulation,en_UK,_mˌɒdjʊlˈe‍ɪʃən_
2308456,modulations,en_UK,_mˌɒdjʊlˈe‍ɪʃənz_
2308457,modulator,en_UK,_mˈɒdjʊlˌe‍ɪtɐ_
2308458,modulators,en_UK,_mˈɒdjʊlˌe‍ɪtəz_
2308459,module,en_UK,_mˈɒdjuːl_
2308460,modules,en_UK,_mˈɒdjuːlz_
2308461,modulus,en_UK,_mˈɒdjʊləs_
2308462,moggie,en_UK,_mˈɒɡi_
2308463,moggy,en_UK,_mˈɒɡi_
2308464,mog,en_UK,_mˈɒɡ_
2308465,mogul,en_UK,_mˈə‍ʊɡə‍l_
2308466,moguls,en_UK,_mˈə‍ʊɡə‍lz_
2308467,mohair,en_UK,_mˈə‍ʊhe‍ə_
2308468,moiled,en_UK,_mˈɔ‍ɪld_
2308469,moil,en_UK,_mˈɔ‍ɪl_
2308470,moi,en_UK,_mwˈɑː_
2308471,moire,en_UK,_mwˈɑː_
2308472,moistened,en_UK,_mˈɔ‍ɪstənd_
2308473,moistening,en_UK,_mˈɔ‍ɪstənɪŋ_
2308474,moisten,en_UK,_mˈɔ‍ɪstən_
2308475,moistens,en_UK,_mˈɔ‍ɪstənz_
2308476,moister,en_UK,_mˈɔ‍ɪstɐ_
2308477,moistly,en_UK,_mˈɔ‍ɪstli_
2308478,moist,en_UK,_mˈɔ‍ɪst_
2308479,moistness,en_UK,_mˈɔ‍ɪstnəs_
2308480,moisture,en_UK,_mˈɔ‍ɪst‍ʃɐ_
2308481,moisturised,en_UK,_mˈɔ‍ɪst‍ʃəɹˌa‍ɪzd_
2308482,moisturise,en_UK,_mˈɔ‍ɪst‍ʃəɹˌa‍ɪz_
2308483,moisturiser,en_UK,_mˈɔ‍ɪst‍ʃəɹˌa‍ɪzɐ_
2308484,moisturisers,en_UK,_mˈɔ‍ɪst‍ʃəɹˌa‍ɪzəz_
2308485,moisturises,en_UK,_mˈɔ‍ɪst‍ʃəɹˌa‍ɪzɪz_
2308486,moisturising,en_UK,_mˈɔ‍ɪst‍ʃəɹˌa‍ɪzɪŋ_
2308487,mojo,en_UK,_mˈə‍ʊd‍ʒə‍ʊ_
2308488,moke,en_UK,_mˈə‍ʊk_
2308489,mola,en_UK,_mˈə‍ʊlɐ_
2308490,molar,en_UK,_mˈə‍ʊlɐ_
2308491,molars,en_UK,_mˈə‍ʊləz_
2308492,molas,en_UK,_mˈə‍ʊləz_
2308493,molasses,en_UK,_məlˈæsɪz_
2308494,molded,en_UK,_mˈə‍ʊldɪd_
2308495,molding,en_UK,_mˈə‍ʊldɪŋ_
2308496,mold,en_UK,_mˈə‍ʊld_
2308497,molecular,en_UK,_məlˈɛkjʊlɐ_
2308498,molecule,en_UK,_mˈɒlɪkjˌuːl_
2308499,molecules,en_UK,_mˈɒlɪkjˌuːlz_
2308500,molehill,en_UK,_mˈə‍ʊlhɪl_
2308501,molehills,en_UK,_mˈə‍ʊlhɪlz_
2308502,moleskin,en_UK,_mˈə‍ʊlskɪn_
2308503,moles,en_UK,_mˈə‍ʊlz_
2308504,molestation,en_UK,_məlɪstˈe‍ɪʃən_
2308505,molestations,en_UK,_məlɪstˈe‍ɪʃənz_
2308506,molested,en_UK,_məlˈɛstɪd_
2308507,molester,en_UK,_məlˈɛstɐ_
2308508,molesters,en_UK,_məlˈɛstəz_
2308509,molesting,en_UK,_məlˈɛstɪŋ_
2308510,molest,en_UK,_məlˈɛst_
2308511,molests,en_UK,_məlˈɛsts_
2308512,moline,en_UK,_mˈɒliːn_
2308513,mollie,en_UK,_mˈɒli_
2308514,mollies,en_UK,_mˈɒliz_
2308515,mollified,en_UK,_mˈɒlɪfˌa‍ɪd_
2308516,mollify,en_UK,_mˈɒlɪfˌa‍ɪ_
2308517,moll,en_UK,_mˈɒl_
2308518,molls,en_UK,_mˈɒlz_
2308519,mollusc,en_UK,_mˈɒlʌsk_
2308520,molluscs,en_UK,_mˈɒlʌsks_
2308521,mollycoddled,en_UK,_mˈɒlɪkˌɒdə‍ld_
2308522,mollycoddle,en_UK,_mˈɒlɪkˌɒdə‍l_
2308523,mollycoddling,en_UK,_mˈɒlɪkˌɒdlɪŋ_
2308524,molly,en_UK,_mˈɒli_
2308525,mols,en_UK,_mˈɒlz_
2308526,molten,en_UK,_mˈə‍ʊltən_
2308527,molybdenum,en_UK,_məlˈɪbdənəm_
2308528,moly,en_UK,_mˈə‍ʊli_
2308529,momentarily,en_UK,_mˌə‍ʊməntˈɛɹəli_
2308530,momentary,en_UK,_mˈə‍ʊməntəɹˌi_
2308531,momently,en_UK,_mˈə‍ʊməntli_
2308532,moment,en_UK,_mˈə‍ʊmənt_
2308533,momentous,en_UK,_mə‍ʊmˈɛntəs_
2308534,moments,en_UK,_mˈə‍ʊmənts_
2308535,momentum,en_UK,_mə‍ʊmˈɛntəm_
2308536,momma,en_UK,_mˈɒmɐ_
2308537,mommas,en_UK,_mˈɒməz_
2308538,mommies,en_UK,_mˈɒmɪz_
2308539,mom,en_UK,_mˈɒm_
2308540,mommy,en_UK,_mˈɒmi_
2308541,moms,en_UK,_mˈɒmz_
2308542,monad,en_UK,_mˈɒnæd_
2308543,monarchical,en_UK,_mənˈɑːkɪkə‍l_
2308544,monarchies,en_UK,_mˈɒnəkɪz_
2308545,monarchist,en_UK,_mˈɒnəkˌɪst_
2308546,monarchists,en_UK,_mˈɒnəkˌɪsts_
2308547,monarch,en_UK,_mˈɒnək_
2308548,monarchs,en_UK,_mˈɒnəkz_
2308549,monarchy,en_UK,_mˈɒnəki_
2308550,monarda,en_UK,_mˈɒnɑːdɐ_
2308551,monasteries,en_UK,_mˈɒnɑːstəɹiz_
2308552,monastery,en_UK,_mˈɒnɑːstəɹi_
2308553,monasticism,en_UK,_mənˈɑːstɪsˌɪzəm_
2308554,monastic,en_UK,_mənˈɑːstɪk_
2308555,monde,en_UK,_mˈɒnd_
2308556,monetarily,en_UK,_mˌʌnɪtˈɛɹəli_
2308557,monetarism,en_UK,_mˈʌnɪtəɹˌɪzəm_
2308558,monetarist,en_UK,_mˈʌnɪtˌɑːɹɪst_
2308559,monetarists,en_UK,_mˈʌnɪtˌɑːɹɪsts_
2308560,monetary,en_UK,_mˈʌnɪtəɹi_
2308561,monetise,en_UK,_mˈɒnɪtˌa‍ɪz_
2308562,monetising,en_UK,_mˈɒnɪtˌa‍ɪzɪŋ_
2308563,moneybag,en_UK,_mˈʌnɪbˌæɡ_
2308564,moneybags,en_UK,_mˈʌnɪbˌæɡz_
2308565,moneybox,en_UK,_mˈʌnɪbˌɒks_
2308566,moneyed,en_UK,_mˈʌnɪd_
2308567,moneylender,en_UK,_mˈʌnɪləndɐ_
2308568,moneylenders,en_UK,_mˈʌnɪlˌɛndəz_
2308569,moneymaker,en_UK,_mˈʌnɪmˌe‍ɪkɐ_
2308570,moneymakers,en_UK,_mˈʌnɪmˌe‍ɪkəz_
2308571,moneymaking,en_UK,_mˈʌnɪmˌe‍ɪkɪŋ_
2308572,money,en_UK,_mˈʌni_
2308573,moneys,en_UK,_mˈʌnɪz_
2308574,mongeese,en_UK,_mˈɒnd‍ʒiːs_
2308575,mongering,en_UK,_mˈʌŋɡəɹɪŋ_
2308576,monger,en_UK,_mˈʌŋɡɐ_
2308577,mongers,en_UK,_mˈʌŋɡəz_
2308578,mongol,en_UK,_mˈɒŋɡɒl_
2308579,mongoloid,en_UK,_mˈɒŋɡəlˌɔ‍ɪd_
2308580,mongols,en_UK,_mˈɒŋɡɒlz_
2308581,mongo,en_UK,_mˈɒŋɡə‍ʊ_
2308582,mongoose,en_UK,_mˈɒŋɡuːs_
2308583,mongooses,en_UK,_mˈɒŋɡuːsɪz_
2308584,mongrel,en_UK,_mˈɒŋɡɹə‍l_
2308585,mongrels,en_UK,_mˈɒŋɡɹə‍lz_
2308586,monied,en_UK,_mˈʌnɪd_
2308587,monies,en_UK,_mˈʌnɪz_
2308588,moniker,en_UK,_mˈɒnɪkɐ_
2308589,monikers,en_UK,_mˈɒnɪkəz_
2308590,monitored,en_UK,_mˈɒnɪtəd_
2308591,monitorial,en_UK,_mˌɒnɪtˈɔːɹɪəl_
2308592,monitoring,en_UK,_mˈɒnɪtəɹɪŋ_
2308593,monitor,en_UK,_mˈɒnɪtɐ_
2308594,monitors,en_UK,_mˈɒnɪtəz_
2308595,monitory,en_UK,_mˈɒnɪtəɹˌi_
2308596,monkeyed,en_UK,_mˈʌnkɪd_
2308597,monkeying,en_UK,_mˈʌnkɪɪŋ_
2308598,monkey,en_UK,_mˈʌnki_
2308599,monkeys,en_UK,_mˈʌnkɪz_
2308600,monkfish,en_UK,_mˈʌnkfɪʃ_
2308601,monkish,en_UK,_mˈʌnkɪʃ_
2308602,monk,en_UK,_mˈʌnk_
2308603,monkshood,en_UK,_mˈʌnkʃʊd_
2308604,monks,en_UK,_mˈʌnks_
2308605,monocarpic,en_UK,_mˌɒnə‍ʊkˈɑːpɪk_
2308606,monochromatic,en_UK,_mˌɒnə‍ʊkɹə‍ʊmˈætɪk_
2308607,monochrome,en_UK,_mˈɒnə‍ʊkɹˌə‍ʊm_
2308608,monochromes,en_UK,_mˈɒnə‍ʊkɹˌə‍ʊmz_
2308609,monocled,en_UK,_mˈɒnə‍ʊkə‍ld_
2308610,monocle,en_UK,_mˈɒnə‍ʊkə‍l_
2308611,monocles,en_UK,_mˈɒnə‍ʊkə‍lz_
2308612,monocoque,en_UK,_mˈɒnə‍ʊkˌə‍ʊk_
2308613,monocular,en_UK,_mɒnˈə‍ʊkjʊlɐ_
2308614,monocultural,en_UK,_mˌɒnə‍ʊkˈʌlt‍ʃəɹə‍l_
2308615,monoculture,en_UK,_mˈɒnə‍ʊkˌʌlt‍ʃɐ_
2308616,monocytes,en_UK,_mˈɒnə‍ʊsˌa‍ɪts_
2308617,monofilament,en_UK,_mˈɒnə‍ʊfˌɪləmənt_
2308618,monogamist,en_UK,_mənˈɒɡɐmˌɪst_
2308619,monogamous,en_UK,_mənˈɒɡɐməs_
2308620,monogamy,en_UK,_mənˈɒɡæmi_
2308621,monogrammed,en_UK,_mˈɒnə‍ʊɡɹˌæmd_
2308622,monogram,en_UK,_mˈɒnə‍ʊɡɹˌæm_
2308623,monograms,en_UK,_mˈɒnə‍ʊɡɹˌæmz_
2308624,monograph,en_UK,_mˈɒnə‍ʊɡɹˌæf_
2308625,monolithic,en_UK,_mˌɒnə‍ʊlˈɪθɪk_
2308626,monolith,en_UK,_mˈɒnə‍ʊlˌɪθ_
2308627,monoliths,en_UK,_mˈɒnə‍ʊlˌɪθs_
2308628,monologue,en_UK,_mˈɒnə‍ʊlˌɒɡ_
2308629,monologues,en_UK,_mˈɒnə‍ʊlˌɒɡz_
2308630,monomaniac,en_UK,_mˌɒnə‍ʊmˈe‍ɪnɪˌæk_
2308631,monomers,en_UK,_mˈɒnə‍ʊməz_
2308632,mono,en_UK,_mˈɒnə‍ʊ_
2308633,monomorphic,en_UK,_mˌɒnə‍ʊmˈɔːfɪk_
2308634,mononucleosis,en_UK,_mˌɒnə‍ʊnjˌuːklɪˈə‍ʊsɪs_
2308635,monoplane,en_UK,_mˈɒnə‍ʊplˌe‍ɪn_
2308636,monoplanes,en_UK,_mˈɒnə‍ʊplˌe‍ɪnz_
2308637,monopolies,en_UK,_mənˈɒpəlɪz_
2308638,monopolisation,en_UK,_mənˌɒpəla‍ɪzˈe‍ɪʃən_
2308639,monopolised,en_UK,_mənˈɒpəlˌa‍ɪzd_
2308640,monopolise,en_UK,_mənˈɒpəlˌa‍ɪz_
2308641,monopolises,en_UK,_mənˈɒpəlˌa‍ɪzɪz_
2308642,monopolising,en_UK,_mənˈɒpəlˌa‍ɪzɪŋ_
2308643,monopolistic,en_UK,_mənˈɒpəlˈɪstɪk_
2308644,monopoly,en_UK,_mənˈɒpəli_
2308645,monorail,en_UK,_mˈɒnə‍ʊɹˌe‍ɪl_
2308646,monorails,en_UK,_mˈɒnə‍ʊɹˌe‍ɪlz_
2308647,monosaccharide,en_UK,_mˈɒnə‍ʊsˌækɑːɹˌa‍ɪd_
2308648,monosyllabic,en_UK,_mˌɒnə‍ʊsɪlˈæbɪk_
2308649,monosyllable,en_UK,_mˈɒnə‍ʊsˌɪləbə‍l_
2308650,monosyllables,en_UK,_mˈɒnə‍ʊsˌɪləbə‍lz_
2308651,monotheism,en_UK,_mˈɒnə‍ʊθˌiːɪzəm_
2308652,monotheistic,en_UK,_mˌɒnə‍ʊθiːˈɪstɪk_
2308653,monotheist,en_UK,_mˈɒnə‍ʊθˌiːɪst_
2308654,monotone,en_UK,_mˈɒnətˌə‍ʊn_
2308655,monotonously,en_UK,_mənˈɒtənəsli_
2308656,monotonous,en_UK,_mənˈɒtənəs_
2308657,monotony,en_UK,_mənˈɒtəni_
2308658,monoxide,en_UK,_mʌnˈɒksa‍ɪd_
2308659,monozygotic,en_UK,_mˌɒnə‍ʊzɪɡˈɒtɪk_
2308660,monseigneur,en_UK,_mˌɒnse‍ɪnˈɜː_
2308661,monsieur,en_UK,_məsjˈɜː_
2308662,monsignor,en_UK,_mˈɒnsɪnjɐ_
2308663,monsoon,en_UK,_mənsˈuːn_
2308664,monsoons,en_UK,_mənsˈuːnz_
2308665,monster,en_UK,_mˈɒnstɐ_
2308666,monsters,en_UK,_mˈɒnstəz_
2308667,monstrance,en_UK,_mˈɒnstɹəns_
2308668,monstrosities,en_UK,_mənstɹˈɒsɪtiz_
2308669,monstrosity,en_UK,_mənstɹˈɒsɪti_
2308670,monstrously,en_UK,_mˈɒnstɹəsli_
2308671,monstrous,en_UK,_mˈɒnstɹəs_
2308672,montage,en_UK,_mˈɒntɑːʒ_
2308673,montages,en_UK,_mˈɒntɑːʒɪz_
2308674,montane,en_UK,_mˈɒnte‍ɪn_
2308675,monteith,en_UK,_mˈɒntiːθ_
2308676,monte,en_UK,_mˈɒnti_
2308677,montero,en_UK,_məntˈe‍əɹə‍ʊ_
2308678,montes,en_UK,_mˈɒntis_
2308679,montgolfier,en_UK,_mˈɒntɡəlfɪɐ_
2308680,monthlies,en_UK,_mˈʌnθliz_
2308681,monthly,en_UK,_mˈʌnθli_
2308682,month,en_UK,_mˈʌnθ_
2308683,months,en_UK,_mˈʌnθs_
2308684,monumentalised,en_UK,_mˌɒnjuːmˈɛntəlˌa‍ɪzd_
2308685,monumentality,en_UK,_mˌɒnjuːmˈɛntˈælɪti_
2308686,monumentally,en_UK,_mˌɒnjuːmˈɛntə‍li_
2308687,monumental,en_UK,_mˌɒnjuːmˈɛntə‍l_
2308688,monument,en_UK,_mˈɒnjuːmənt_
2308689,monuments,en_UK,_mˈɒnjuːmənts_
2308690,mooched,en_UK,_mˈuːt‍ʃt_
2308691,moocher,en_UK,_mˈuːt‍ʃɐ_
2308692,mooches,en_UK,_mˈuːt‍ʃɪz_
2308693,mooching,en_UK,_mˈuːt‍ʃɪŋ_
2308694,mooch,en_UK,_mˈuːt‍ʃ_
2308695,moodier,en_UK,_mˈuːdɪɐ_
2308696,moodiest,en_UK,_mˈuːdɪəst_
2308697,moodily,en_UK,_mˈuːdɪli_
2308698,moodiness,en_UK,_mˈuːdɪnəs_
2308699,mood,en_UK,_mˈuːd_
2308700,moods,en_UK,_mˈuːdz_
2308701,moody,en_UK,_mˈuːdi_
2308702,mooed,en_UK,_mˈuːd_
2308703,mooing,en_UK,_mˈuːɪŋ_
2308704,moolah,en_UK,_mˈuːlɐ_
2308705,moo,en_UK,_mˈuː_
2308706,moonbeam,en_UK,_mˈuːnbiːm_
2308707,moonbeams,en_UK,_mˈuːnbiːmz_
2308708,mooned,en_UK,_mˈuːnd_
2308709,moonfish,en_UK,_mˈuːnfɪʃ_
2308710,mooning,en_UK,_mˈuːnɪŋ_
2308711,moonless,en_UK,_mˈuːnləs_
2308712,moonlighted,en_UK,_mˈuːnla‍ɪtɪd_
2308713,moonlighting,en_UK,_mˈuːnla‍ɪtɪŋ_
2308714,moonlight,en_UK,_mˈuːnla‍ɪt_
2308715,moonlights,en_UK,_mˈuːnla‍ɪts_
2308716,moonlit,en_UK,_mˈuːnlɪt_
2308717,moon,en_UK,_mˈuːn_
2308718,moonraker,en_UK,_mˈuːnɹe‍ɪkɐ_
2308719,moonrise,en_UK,_mˈuːnɹa‍ɪz_
2308720,moonscape,en_UK,_mˈuːnske‍ɪp_
2308721,moonshine,en_UK,_mˈuːnʃa‍ɪn_
2308722,moons,en_UK,_mˈuːnz_
2308723,moonstone,en_UK,_mˈuːnstə‍ʊn_
2308724,moonstones,en_UK,_mˈuːnstə‍ʊnz_
2308725,moonstruck,en_UK,_mˈuːnstɹʌk_
2308726,moonwalk,en_UK,_mˈuːnwɔːk_
2308727,moony,en_UK,_mˈuːni_
2308728,moored,en_UK,_mˈɔːd_
2308729,moorhen,en_UK,_mˈɔːhən_
2308730,moorhens,en_UK,_mˈɔːhənz_
2308731,mooring,en_UK,_mˈɔːɹɪŋ_
2308732,moorings,en_UK,_mˈɔːɹɪŋz_
2308733,moorland,en_UK,_mˈɔːlənd_
2308734,moorlands,en_UK,_mˈɔːləndz_
2308735,moor,en_UK,_mˈɔː_
2308736,moors,en_UK,_mˈɔːz_
2308737,moose,en_UK,_mˈuːs_
2308738,moos,en_UK,_mˈuːz_
2308739,mooted,en_UK,_mˈuːtɪd_
2308740,mooting,en_UK,_mˈuːtɪŋ_
2308741,moot,en_UK,_mˈuːt_
2308742,mopeds,en_UK,_mˈə‍ʊpɛdz_
2308743,mope,en_UK,_mˈə‍ʊp_
2308744,mopes,en_UK,_mˈə‍ʊps_
2308745,mopey,en_UK,_mˈə‍ʊpi_
2308746,moping,en_UK,_mˈə‍ʊpɪŋ_
2308747,mop,en_UK,_mˈɒp_
2308748,mopped,en_UK,_mˈɒpt_
2308749,moppets,en_UK,_mˈɒpɪts_
2308750,mopping,en_UK,_mˈɒpɪŋ_
2308751,mops,en_UK,_mˈɒps_
2308752,mopy,en_UK,_mˈə‍ʊpi_
2308753,moquette,en_UK,_məkˈɛt_
2308754,moraine,en_UK,_məɹˈe‍ɪn_
2308755,moraines,en_UK,_məɹˈe‍ɪnz_
2308756,morale,en_UK,_məɹˈæl_
2308757,moralise,en_UK,_mˈɒɹəlˌa‍ɪz_
2308758,moralising,en_UK,_mˈɒɹəlˌa‍ɪzɪŋ_
2308759,moralistic,en_UK,_mˌɒɹəlˈɪstɪk_
2308760,moralist,en_UK,_mˈɒɹəlˌɪst_
2308761,moralists,en_UK,_mˈɒɹəlˌɪsts_
2308762,morality,en_UK,_mɒɹˈælɪti_
2308763,morally,en_UK,_mˈɒɹə‍li_
2308764,moral,en_UK,_mˈɒɹə‍l_
2308765,morals,en_UK,_mˈɒɹə‍lz_
2308766,mora,en_UK,_mˈɔːɹɐ_
2308767,morass,en_UK,_mɒɹˈæs_
2308768,moratoria,en_UK,_mˌɔːɹɐtˈɔːɹi‍ə_
2308769,moratorium,en_UK,_mˌɔːɹɐtˈɔːɹi‍əm_
2308770,moray,en_UK,_mˈɔːɹe‍ɪ_
2308771,morays,en_UK,_mˈɔːɹe‍ɪz_
2308772,morbidity,en_UK,_mɔːbˈɪdɪti_
2308773,morbidly,en_UK,_mˈɔːbɪdli_
2308774,morbid,en_UK,_mˈɔːbɪd_
2308775,mordant,en_UK,_mˈɔːdənt_
2308776,moreen,en_UK,_mˈɔːɹən_
2308777,moreish,en_UK,_mˈɔːɹɪʃ_
2308778,morello,en_UK,_mˈɔːlə‍ʊ_
2308779,morel,en_UK,_mˈɔːl_
2308780,morels,en_UK,_mˈɔːlz_
2308781,more,en_UK,_mˈɔː_
2308782,moreover,en_UK,_mɔːɹˈə‍ʊvɐ_
2308783,mores,en_UK,_mˈɔːz_
2308784,morganatic,en_UK,_mˌɔːɡɐnˈætɪk_
2308785,morgen,en_UK,_mˈɔːd‍ʒən_
2308786,morgue,en_UK,_mˈɔːɡ_
2308787,morgues,en_UK,_mˈɔːɡz_
2308788,moribund,en_UK,_mˈɔːɹɪbˌʌnd_
2308789,morning,en_UK,_mˈɔːnɪŋ_
2308790,mornings,en_UK,_mˈɔːnɪŋz_
2308791,morn,en_UK,_mˈɔːn_
2308792,morocco,en_UK,_məɹˈɒkə‍ʊ_
2308793,moronic,en_UK,_mɔːɹˈɒnɪk_
2308794,moron,en_UK,_mˈɔːɹɒn_
2308795,morons,en_UK,_mˈɔːɹɒnz_
2308796,morosely,en_UK,_məɹˈə‍ʊsli_
2308797,morose,en_UK,_məɹˈə‍ʊs_
2308798,morphed,en_UK,_mˈɔːfd_
2308799,morphia,en_UK,_mˈɔːfiɐ_
2308800,morphine,en_UK,_mˈɔːfiːn_
2308801,morphing,en_UK,_mˈɔːfɪŋ_
2308802,morphological,en_UK,_mˌɔːfəlˈɒd‍ʒɪkə‍l_
2308803,morphology,en_UK,_mɔːfˈɒləd‍ʒi_
2308804,morphs,en_UK,_mˈɔːfz_
2308805,morris,en_UK,_mˈɒɹɪs_
2308806,morrow,en_UK,_mˈɒɹə‍ʊ_
2308807,morrows,en_UK,_mˈɒɹə‍ʊz_
2308808,morsel,en_UK,_mˈɔːsə‍l_
2308809,morsels,en_UK,_mˈɔːsə‍lz_
2308810,morse,en_UK,_mˈɔːs_
2308811,mortality,en_UK,_mɔːtˈælɪti_
2308812,mortally,en_UK,_mˈɔːtə‍li_
2308813,mortal,en_UK,_mˈɔːtə‍l_
2308814,mortals,en_UK,_mˈɔːtə‍lz_
2308815,mortarboard,en_UK,_mˈɔːtɑːbˌɔːd_
2308816,mortarboards,en_UK,_mˈɔːtɑːbˌɔːdz_
2308817,mortared,en_UK,_mˈɔːte‍əd_
2308818,mortaring,en_UK,_mˈɔːte‍əɹɪŋ_
2308819,mortar,en_UK,_mˈɔːtɐ_
2308820,mortars,en_UK,_mˈɔːtəz_
2308821,mortgageable,en_UK,_mˈɔːɡɪd‍ʒəbə‍l_
2308822,mortgaged,en_UK,_mˈɔːɡɪd‍ʒd_
2308823,mortgagee,en_UK,_mˈɔːɡɪd‍ʒˌiː_
2308824,mortgage,en_UK,_mˈɔːɡɪd‍ʒ_
2308825,mortgages,en_UK,_mˈɔːɡɪd‍ʒɪz_
2308826,mortgaging,en_UK,_mˈɔːɡɪd‍ʒɪŋ_
2308827,mortgagors,en_UK,_mˈɔːɡɪɡəz_
2308828,mortice,en_UK,_mˈɔːtɪs_
2308829,mortician,en_UK,_mɔːtˈɪʃən_
2308830,morticians,en_UK,_mɔːtˈɪʃənz_
2308831,mortification,en_UK,_mˌɔːtɪfɪkˈe‍ɪʃən_
2308832,mortified,en_UK,_mˈɔːtɪfˌa‍ɪd_
2308833,mortifyingly,en_UK,_mˈɔːtɪfˌa‍ɪɪŋli_
2308834,mortifying,en_UK,_mˈɔːtɪfˌa‍ɪɪŋ_
2308835,mortify,en_UK,_mˈɔːtɪfˌa‍ɪ_
2308836,mortise,en_UK,_mˈɔːta‍ɪz_
2308837,mortising,en_UK,_mˈɔːta‍ɪzɪŋ_
2308838,mortmain,en_UK,_mˈɔːtme‍ɪn_
2308839,mort,en_UK,_mˈɔːt_
2308840,mortuaries,en_UK,_mˈɔːtjuːəɹˌiz_
2308841,mortuary,en_UK,_mˈɔːtjuːəɹˌi_
2308842,mosaic,en_UK,_məsˈe‍ɪɪk_
2308843,mosaics,en_UK,_məsˈe‍ɪɪks_
2308844,moseyed,en_UK,_mˈə‍ʊsɪd_
2308845,moseying,en_UK,_mˈə‍ʊsɪɪŋ_
2308846,mosey,en_UK,_mˈə‍ʊsi_
2308847,moshed,en_UK,_mˈɒʃt_
2308848,moshing,en_UK,_mˈɒʃɪŋ_
2308849,mosh,en_UK,_mˈɒʃ_
2308850,mosque,en_UK,_mˈɒsk_
2308851,mosques,en_UK,_mˈɒsks_
2308852,mosquitoes,en_UK,_məskˈiːtə‍ʊz_
2308853,mosquito,en_UK,_məskˈiːtə‍ʊ_
2308854,mosquitos,en_UK,_məskˈiːtə‍ʊz_
2308855,mosses,en_UK,_mˈɒsɪz_
2308856,moss,en_UK,_mˈɒs_
2308857,mossy,en_UK,_mˈɒsi_
2308858,mostly,en_UK,_mˈə‍ʊstli_
2308859,most,en_UK,_mˈə‍ʊst_
2308860,motel,en_UK,_mə‍ʊtˈɛl_
2308861,motels,en_UK,_mə‍ʊtˈɛlz_
2308862,mote,en_UK,_mˈə‍ʊt_
2308863,motes,en_UK,_mˈə‍ʊts_
2308864,motet,en_UK,_mɒtˈɛt_
2308865,motets,en_UK,_mɒtˈɛts_
2308866,mothballed,en_UK,_mˈɒθbə‍ld_
2308867,mothballing,en_UK,_mˈɒθbɔːlɪŋ_
2308868,mothball,en_UK,_mˈɒθbɔːl_
2308869,mothballs,en_UK,_mˈɒθbɔːlz_
2308870,motherboard,en_UK,_mˈʌðəbˌɔːd_
2308871,mothered,en_UK,_mˈʌðəd_
2308872,motherfucker,en_UK,_mˈʌðəfˌʌkɐ_
2308873,motherfuckers,en_UK,_mˈʌðəfˌʌkəz_
2308874,motherfucking,en_UK,_mˈʌðəfˌʌkɪŋ_
2308875,motherhood,en_UK,_mˈʌðəhˌʊd_
2308876,mothering,en_UK,_mˈʌðəɹɪŋ_
2308877,motherland,en_UK,_mˈʌðələnd_
2308878,motherless,en_UK,_mˈʌðələs_
2308879,motherliness,en_UK,_mˈʌðəlinəs_
2308880,motherly,en_UK,_mˈʌðəli_
2308881,mothers,en_UK,_mˈʌðəz_
2308882,moths,en_UK,_mˈɒθs_
2308883,mothy,en_UK,_mˈɒθi_
2308884,motif,en_UK,_mə‍ʊtˈiːf_
2308885,motifs,en_UK,_mə‍ʊtˈiːfs_
2308886,motile,en_UK,_mˈə‍ʊta‍ɪl_
2308887,motility,en_UK,_mə‍ʊtˈɪlɪti_
2308888,motioned,en_UK,_mˈə‍ʊʃənd_
2308889,motioning,en_UK,_mˈə‍ʊʃənɪŋ_
2308890,motionless,en_UK,_mˈə‍ʊʃənləs_
2308891,motion,en_UK,_mˈə‍ʊʃən_
2308892,motions,en_UK,_mˈə‍ʊʃənz_
2308893,motivated,en_UK,_mˈə‍ʊtɪvˌe‍ɪtɪd_
2308894,motivate,en_UK,_mˈə‍ʊtɪvˌe‍ɪt_
2308895,motivates,en_UK,_mˈə‍ʊtɪvˌe‍ɪts_
2308896,motivating,en_UK,_mˈə‍ʊtɪvˌe‍ɪtɪŋ_
2308897,motivational,en_UK,_mˌə‍ʊtɪvˈe‍ɪʃənə‍l_
2308898,motivation,en_UK,_mˌə‍ʊtɪvˈe‍ɪʃən_
2308899,motivations,en_UK,_mˌə‍ʊtɪvˈe‍ɪʃənz_
2308900,motivator,en_UK,_mˈə‍ʊtɪvˌe‍ɪtɐ_
2308901,motivators,en_UK,_mˈə‍ʊtɪvˌe‍ɪtəz_
2308902,motiveless,en_UK,_mˈə‍ʊtɪvləs_
2308903,motive,en_UK,_mˈə‍ʊtɪv_
2308904,motives,en_UK,_mˈə‍ʊtɪvz_
